hometown,count
"Hagerstown, Md.",8
"Halawa, Hawai'i",1
"Haleiwa, Hawaii",1
"Haleiwa, Oahu, Hawaii",1
"Half Moon Bay, Ca",1
"Halfmoon, N.y.",1
"Ham Lake, Minn.",2
"Hamburg, N.y.",4
"Hamburg, Ny",1
"Hamilton, Ind.",2
"Hamilton, Ont.",1
"Hamilton, Va.",1
"Hammond, Wi",1
"Hammond, Wis.",1
"Hammondsport, Ny",1
"Hampden, Maine",1
"Hampden, Mass.",1
"Hampton, Ga.",1
"Hampton, Va",1
Hanford,1
"Hanover Park, Ill.",1
"Hanover Township, Pa",1
"Hanover, Md.",2
"Hanover, Pa.",3
"Hanover, Va",1
"Hanover, Va.",1
"Hansville, Wash.",1
"Happy Valley, Ore",1
"Harbor City, Ca",1
"Harker Heights, Texas",1
"Harker Heights, Tx.",1
"Harleysville, Pa",1
"Harlingen, Tx",1
"Harmonsburg, Pa",1
"Harmony, N.c.",1
"Harmony, Nc",1
"Harmony, Pa.",1
"Harrington Park, N.j.",1
"Harrisburg, N.c.",2
"Harrisburg, Pa",1
"Harrisburg, Pa.",6
"Harrisburg, S.d.",2
"Harrison Township, Mich",1
"Harrison, Idaho",1
"Harrison, N.j.",1
"Harrison, Ne",1
"Harrison, Ohio",1
"Harrisonburg, Va.",2
"Harrisonville, Mo",1
"Harrisville, Wv",2
"Hartford, Ky.",1
"Hartford, Wis.",4
"Hartington, Neb.",1
Hartland,1
"Hartland, Mn",1
"Hartland, Wis.",3
"Hartsburg, Ill.",1
"Hartselle, Ala.",1
"Hartville, Ohio",1
"Hartwell, Ga.",1
Harvard-Westlake High School,1
"Harvest, Ala.",2
"Harwood, Md.",1
"Hasbrouck Heights, Nj",1
"Haslet, Texas",3
"Haslet, Tx",2
"Hatboro, Pa.",2
"Hatillo, Puerto Rico",2
"Haughton, La",1
"Hauula, Hawaii",3
"Havana, Cuba",1
"Haverhill, Mass.",3
"Havertown, Pa",1
"Hawthorn Woods, Ill.",3
"Hawthorne, N.j.",1
"Hayden, Idaho",2
"Hayfield, Minn.",1
"Haymarket, Va.",1
"Hays, Ks",2
Hayward,1
"Hayward, Calif.",1
"Hazel Crest, Ill.",1
"Hazel Green, Ala.",1
"Hazel Green, Wis.",1
"Hazelton, Id",1
"Heath, Ohio",1
"Heath, Texas",1
"Heber City, Utah",1
Hebron High School,1
Hebron Hs,1
"Hebron, Conn.",1
"Hebron, Ky.",1
"Hedgesville, W.va.",4
"Helena, Mt",1
"Helotes, Texas",5
"Helotes, Tx",1
"Hemet, Calif.",1
"Hempstead, Ny",1
"Henderson, Ky",1
"Henderson, Ky.",2
"Henderson, N.c.",1
"Henderson, Ne",1
"Henderson, Nev",1
"Henderson, Nev.",8
"Henderson, Nv",1
"Hendersonville, N.c.",2
"Hendersonville, Tenn.",2
"Henefer, Utah",2
"Henrico, Va.",1
"Henry, Ill.",1
Hercules,1
"Hereford, Texas",1
"Herington, Ks",1
"Hermann, Mo.",1
"Hermanton, Minn.",1
"Hermitage, Pa.",2
"Hermosa Beach, Ca",1
"Hermosa Beach, Calif.",1
"Hermtiage, Tenn.",1
"Hernando, Miss.",1
"Herndon, Va",2
"Herndon, Va.",2
"Herriman, Utah",1
"Herscher, Il",1
"Hershey, Pa.",2
"Heyworth, Ill.",2
"Hi Nella, N.j.",1
"Hialeah, Fla.",1
"Hickman, Neb.",1
"Hickory Creek, Texas",1
"Hickory, N.c.",4
"High Point, N.c.",4
"High Ridge, Mo",1
"High Ridge, Mo.",1
"High Springs, Fla.",1
"Highland Mills, Ny",2
"Highland Park, Ill.",1
"Highland Park, Texas",1
"Highland Ranch, Co",1
"Highland Village, Texas",1
"Highland, Calif.",1
"Highland, Il",2
"Highland, Ill.",1
"Highland, Ut",1
"Highland, Utah",2
"Highlands Ranch, Co",2
"Highlands Ranch, Colo.",5
"Highlands Ranch, Colorado",1
"Hightstown, N.j.",1
"Hilliard, Ohio",5
"Hillsboro, Kan.",1
"Hillsboro, Or",1
"Hillsboro, Ore.",1
"Hillsborough, N.c.",3
"Hillside, N.j.",1
"Hilmar, Calif.",1
"Hilo, Hawai'i",1
"Hilo, Hawaii",2
"Hilo, Hi",3
"Hilton Head Island, S.c.",3
"Hilton Head Island, Sc",1
"Hilton, Ny",2
"Hinckley, Minn.",1
"Hinckley, Mn",1
"Hinckley, Ohio",2
"Hinsdale, Il.",1
"Hinsdale, Ill.",1
"Hixon, Tenn.",1
"Ho-Ho-Kus, N.j.",1
"Hoagland, Ind.",1
"Hobart, In",1
"Hoffman Estates, Ill.",1
"Hogansburg, N.y.",1
"Holladay, Utah",1
"Holland, Mich.",1
"Holland, Ohio",1
"Holliday, Texas",1
"Holliday, Tx",1
"Hollidaysburg, Pa.",2
"Hollis, N.h.",1
"Hollis, New Hampshire",1
"Holly Springs, Ga.",1
"Holly Springs, N.c.",3
"Hollywood, Fl",2
"Hollywood, Md",1
"Holmen, Wis.",1
"Holmesville, Ohio",2
"Holt, Mich.",2
"Holts Summit, Mo.",1
"Homer Glen, Ill.",2
"Homer, Ny",3
"Homewood, Ala.",1
"Homewood, Il",1
"Homewood, Ill.",1
"Honeoye Falls, Ny",2
"Honesdale, Pa",1
"Honolulu, Hawai'i",3
"Honolulu, Hawaii",23
"Honolulu, Hi",11
"Honolulu, O'ahu",1
"Honolulu, O‘ahu",2
"Hood River, Ore.",1
"Hoopeston, Ill.",1
"Hoover, Al",2
"Hoover, Ala.",6
"Hope Mills, Nc",3
"Hopewell Junction, N.y.",2
"Hopewell Junction, Ny",1
"Hopewell, Pa",2
"Hopkins, Minn.",1
"Hopkinsville, Ky.",1
"Hopkinton, Mass.",1
"Horace, N.d.",1
"Horseheads, Ny",3
"Horsham, Pa.",2
"Hortonville, Wi",1
"Hortonville, Wis.",1
"Hoschton, Ga",1
"Hoschton, Ga.",2
"Hot Springs, Ark.",2
"Hot Springs, Arkansas",1
"Houghton, Ny",2
"Houma, La.",1
"House Springs, Mo.",1
Houston,3
"Houston, Tex.",1
"Houston, Texas",72
"Houston, Tx",17
"Howards Grove, Wis.",3
"Hoyt, Kan.",1
"Hoyt, Ks",1
"Hubbard, Ohio",3
"Hubertus, Wis.",1
Hudson,1
"Hudson Falls, N.y.",1
"Hudson, Iowa",1
"Hudson, N.h.",3
"Hudson, Ohio",2
"Hudson, Wis.",3
"Hudsonville, Mi",1
"Hudsonville, Mich.",3
"Humacao, Puerto Rico",2
"Humble, Texas",1
"Humble, Tx",1
"Hummelstown, Pa",1
"Hummelstown, Pa.",1
"Hunstville, Ala.",1
"Huntersville, N.c.",1
"Huntertown, Ind.",1
"Huntingburg, Ind.",1
"Huntingdon Valley, Pa.",2
"Huntingdon, Pa.",1
"Huntington Beach, Ca",1
"Huntington Beach, Calif.",5
"Huntington Beach, California",1
"Huntington Station, N.y.",1
"Huntington, N.y.",3
"Huntington, W.va.",2
"Huntley, Ill.",5
"Huntsville, Al",4
"Huntsville, Ala.",9
"Huntsville, Texas",1
"Hurdle Mills, N.c.",1
"Huron, Ohio",3
"Huron, S.d.",1
"Hurricane, Utah",1
"Hurricane, W.va",1
"Hurst, Texas",1
"Hutchinson, Ks",1
"Hutchinson, Minn.",3
"Idaho Falls, Id",2
"Ider, Ala.",1
"Ignacio, Colo.",1
"Ijamsville, Md.",2
"Imperial Beach, Calif.",1
"Imperial, Mo.",1
"Imperial, Neb.",1
"Independence, Iowa",1
"Independence, Mo.",1
"Independence, Ohio",6
"Indian Land, Sc",1
"Indian Trail, N.c.",1
"Indiana, Pa.",1
"Indianapolis, In",13
"Indianapolis, Ind.",35
"Indianola, Wash.",1
"Indio, Calif.",1
"Inglewood, Ca",1
"Inglewood, Calif.",1
"Inman, S.c.",1
"Inman, Sc",1
"Inver Grove Heights, Minn.",1
"Inwood, W.va",1
"Inwood, W.va.",2
"Iowa City, Iowa",2
"Ipswich, Mass.",1
"Iron Mountain, Mich.",1
"Irondale, Al",1
"Irondequoit, Ny",1
"Ironton, Mo.",1
"Irrigon, Ore.",1
Irvine,1
"Irvine, Calif.",4
"Irvine, California",1
"Irving, Texas",1
"Irving, Tx",1
"Irvington, Nj",1
"Irwin, Pa.",4
"Isabela, Puerto Rico",2
"Isanti, Minn.",1
"Ishpeming, Mich.",1
"Island Park, N.y.",1
"Issaquah, Wa",1
"Issaquah, Wash.",1
"Itasca, Ill.",1
"Ithaca, N.y.",1
"Ithaca, Ny",2
"Jackson, Ga.",1
"Jackson, Minn.",1
"Jackson, Miss.",3
"Jackson, N.j.",2
"Jackson, Nj",1
"Jackson, Wis.",2
"Jacksonville, Fl",5
"Jacksonville, Fla.",12
"Jacksonville, Il",1
"Jacksonville, Ill.",1
"Jacksonville, N.c.",2
"Jacksonville, Nc",3
Jacksonville. Nc,1
"James Creek, Pa.",1
"Jamestown, Ind.",1
"Jamestown, N.c.",1
"Jamestown, N.y.",3
"Jamestown, Ny",2
"Jamesville, Ny",1
"Janesville, Ia",1
"Janesville, Iowa",1
"Janesville, Wis.",3
"Jarabacoa, La Vega, Dominican Republic",1
"Jarrell, Texas",1
"Jarvisburg, N.c.",1
"Jasper, Ala.",4
"Jasper, In",1
"Jeannette, Pa.",1
"Jefferson City, Mo",1
"Jefferson City, Mo.",3
"Jefferson, Ga.",2
"Jefferson, Nj",2
"Jefferson, Wis.",1
"Jeffersonville, In",1
"Jeffersonville, Ind.",1
"Jenison, Mich.",1
"Jenks, Okla.",1
"Jensen Beach, Fla.",1
"Jessup, Md.",1
Jesuit,1
"Jim Thorpe, Pa.",1
"Johns Creek, Ga.",3
"Johnson City, N.y.",1
"Johnson City, Tenn.",1
"Johnson City, Texas",2
"Johnson City, Tx",1
"Johnston County, Nc",1
"Johnston, Iowa",2
"Johnston, R.i.",2
Johnstown,1
"Johnstown, Ohio",1
"Johnstown, Pa",1
"Johnstown, Pa.",2
"Joliet, Il",1
"Joliet, Ill.",5
"Joliet, Mt",1
"Jonesboro, Ar",1
"Jonesboro, Ark.",5
"Jonesboro, Arkansas",2
"Jonesboro, Ga",1
"Jonesboro, Ga.",1
"Jonesborough, Tenn.",2
"Joplin, Mo",1
"Jordan, Minn.",2
"Juana Diaz, Puerto Rico",1
"Julian, Pa.",2
"Junction City, Ks",1
"Juneau, Wis.",1
"Jupiter, Fla.",9
"Jupiter, Florida",1
"Justice, Ill.",1
"Justin, Texas",2
"Justin, Tx",1
"Kahalu'u, Hi",1
"Kahalu’u, Hawaii",1
"Kahuku, Hawaii",2
"Kahului, Hawaii",1
"Kailua, Hawaii",6
"Kailua, Hi",1
"Kaimuki, Hawai'i",1
"Kalamazoo, Mi",1
"Kalamazoo, Mich.",4
"Kalihi, Hawai'i",2
"Kalihi, Hawaii",1
"Kalispell, Mont.",1
"Kalona, Iowa",1
"Kane, Pa.",1
"Kaneohe, Hawaii",2
"Kaneohe, Hi",1
"Kane’ohe, Hawaii",1
"Kankakee, Ill.",1
"Kansas City, Kan.",2
"Kansas City, Mo",7
"Kansas City, Mo.",21
"Kapolei, Hawai'i",1
"Kapolei, Hawaii",2
"Kapolei, Hi",3
"Katy, Tex.",1
"Katy, Texas",16
"Katy, Tx",3
"Kaukauna, Wis.",2
"Kaysville, Utah",2
"Keaau, Hi",1
"Kearney, Mo.",1
"Kearney, Ne",1
"Kearney, Neb.",3
"Keaukaha, Hawaii",1
"Keedysville, Md.",2
"Keenesburg, Colo.",1
"Keewatin, Mn",1
"Keizer, Ore.",3
"Keller, Texas",9
"Kellogg, Idaho",1
"Kelowna, B.c.",1
"Kelseyville, Ca",1
"Kelso, Wash.",1
"Kemah, Texas",1
"Kemmerer, Wyo.",1
"Kempton, Pa.",1
"Kenmore, Wash.",1
"Kennebunkport, Maine",1
"Kennedale, Texas",1
"Kenner, La.",1
"Kennesaw, Ga",2
"Kennesaw, Ga.",4
"Kennesaw, Georgia",1
"Kennett Square, Pa",2
"Kennett Square, Pa.",1
"Kennewick, Wash.",1
"Kenosha, Wi",1
"Kenosha, Wis.",4
"Kenova, W.va.",1
"Kensington, Md.",2
"Kent, Ohio",2
"Kent, Wa",1
"Kent, Wash.",2
"Kentfield, Calif.",1
"Kenyon, Minn.",2
"Kenyon, Mn",1
"Keosauqua, Iowa",1
"Kernersville, N.c.",1
"Kerrville, Texas",1
"Kersey, Pa.",1
"Ketchikan, Alaska",1
"Ketchum, Idaho",1
"Kevil, Kentucky",1
"Kevil, Ky.",1
"Kewanee, Il",1
"Kewaskum, Wis.",2
"Kewaunee, Wis.",1
"Key Biscayne, Fla.",1
"Key Largo, Fla.",1
"Keyser, W.va.",1
"Keyser, Wv",1
"Kicukiro, Rwanda",1
"Kiel, Wis.",2
"Kihei, Hawaii",1
"Kijabe, Kenya",1
"Kildeer, Ill.",1
"Kilgore, Texas",1
"Kilgore, Tx",1
"Killeen, Texas",6
"Killeen, Tx",1
"Kimball, Minn.",2
"Kimberly, Wis.",1
"Kimberly, Wisc.",1
"King George, Va.",1
"King Of Prussia, Pa",2
"King Of Prussia, Penn.",1
"King's Park, Ny",1
"Kings Beach, Calif.",1
"Kingsley, Mich.",1
"Kingsley, Pa",1
"Kingsport, Tenn.",2
"Kingsport, Tn",2
"Kingston, Mass.",1
"Kingston, Pa",1
"Kingwood, Texas",2
"Kirkland, Wash.",1
"Kirtland, Oh",1
"Kirtland, Ohio",1
"Kissimmee, Fla.",4
"Kitchener, Ont.",1
"Kittanning, Pa.",1
"Klein, Texas",2
"Knightdale, N.c.",1
"Knox, Pa.",2
"Knoxville, Illinois",1
"Knoxville, Tenn.",11
"Knoxville, Tn",3
"Kocaeli, Türkiye",1
"Kopperl, Texas",1
"Kraljevo, Serbia",1
"Krum, Texas",2
"Krusevac, Serbia",1
"Kula, Hawaii",1
"Kula, Maui",1
"Kuliouou, Hawaii",1
"Kuna, Id",1
"Kyle, Texas",2
"La Cañada Flintridge, Calif.",1
"La Conner, Wash.",2
"La Crescent, Minn.",1
"La Crescenta, Calif.",1
"La Cresenta, Calif.",1
"La Crosse, Wi",1
"La Crosse, Wis.",1
"La Grange Park, Ill.",3
"La Grange, Ill.",1
"La Grange, Wyo.",1
"La Habra, Calif.",1
"La Jolla, Calif.",4
"La Mesa, Calif.",1
La Mirada,1
"La Mirada, Ca",1
"La Porte, Ind.",3
La Salle Prep,1
"La Salle, Ill.",1
"La Valle, Wi",1
"La Vega, Dominican Republic",1
"La Vernia, Texas",5
"La'ie, O'ahu",1
"Labadie, Missouri",1
"Labadie, Mo.",1
"Labadieville, La.",1
"Labelle, Fl",1
"Laceyville, Pa.",1
Ladera Ranch,1
"Ladera Ranch, Calif.",4
"Lady Lake, Fla.",1
"Ladysmith, Wis.",1
"Lafayette Hill, Pa.",1
"Lafayette, Ca",2
"Lafayette, Calif.",4
"Lafayette, Georgia",1
"Lafayette, La",1
"Lafayette, La.",3
"Lafayette, Louisana",1
"Lafayette, Louisiana",1
"Lago Vista, Tx",1
"Lagrange, Ind.",1
"Lagrangeville, N.y.",1
"Laguna Beach, Calif.",5
"Laguna Hills, Calif.",2
"Laguna Niguel, Ca",1
"Laguna Niguel, Calif.",4
"Laie, Hawaii",3
"Lake Balboa, Calif.",1
"Lake Barrington, Ill.",1
"Lake Bluff, Ill.",2
"Lake Buchanan, Tex.",1
"Lake City, Tenn.",1
"Lake Elmo, Minn.",1
"Lake Forest, Ca",1
"Lake Forest, Il",1
"Lake Forest, Ill.",2
"Lake Geneva, Wi",1
"Lake George, N.y.",1
"Lake Grove, N.y.",2
"Lake In The Hills, Ill.",3
"Lake Kiowa, Tx",1
"Lake Luzerne, Ny",1
"Lake Mary, Fl",1
"Lake Mary, Fla.",4
Lake Mills,1
"Lake Mills, Wis.",6
"Lake Odessa, Mich.",1
"Lake Orion, Mi",1
"Lake Orion, Mich",1
"Lake Orion, Mich.",3
"Lake Quivira, Kan.",2
"Lake Saint Louis, Mo.",1
"Lake St. Louis, Mo.",3
"Lake Stevens, Wa",2
Lake Travis High School,1
"Lake View, N.y.",1
"Lake Wales, Fla.",1
"Lake Worth, Fla.",5
"Lake Zurich, Ill.",1
"Lakefield, Minn.",1
"Lakeland, Fl",1
"Lakeland, Fla.",1
"Lakeland, Tn",1
"Lakeport, Calif.",1
"Lakeside, Calif.",3
"Lakeville, Minn.",12
"Lakeville, Mn",3
"Lakeville, Mn.",1
"Lakewood, Calif.",4
"Lakewood, Colo.",6
"Lakewood, Colorado",1
"Lakewood, Il",1
"Lakewood, Ill.",1
"Lakewood, Ohio",1
"Lakewood, Wash.",1
"Lamar, Colo.",2
"Lamar, Ind.",1
"Lamberton, Minn.",1
"Lamoille, Ill.",1
"Lamoine, Maine",2
"Lampasas, Texas",1
Lancaster,2
"Lancaster, Ca",1
"Lancaster, Ca.",1
"Lancaster, Calif.",3
"Lancaster, California",1
"Lancaster, N.y.",2
"Lancaster, Oh",1
"Lancaster, Ohio",2
"Lancaster, Pa",2
"Lancaster, Pa.",11
"Lancaster, S.c.",1
"Lancaster, Texas",1
"Land O' Lakes, Fla.",1
"Landenberg, Pa.",1
"Lander, Wyo.",1
"Landisville, Pa.",1
"Lanesboro, Minn.",1
"Langhorne, Pa",1
"Langhorne, Pa.",2
"Langley, B.c.",1
"Lanoka Harbor, N.j.",1
"Lansing, Ill.",1
"Lansing, Kan.",7
"Lansing, Ks",1
"Lansing, Mich.",1
"Lantana, Texas",1
"Lapeer, Mi",1
"Laplace, La",1
"Laporte, Ind.",1
"Laporte, Texas",1
"Laramie, Wy",1
"Laramie, Wy.",1
"Laredo, Texas",6
"Laredo, Tx",2
"Larkspur, Ca",1
"Larkspur, Calif.",2
Larry A. Ryle High,1
"Las Cruces, N.m.",7
Las Vegas,2
"Las Vegas, N.m.",1
"Las Vegas, Nev.",26
"Las Vegas, Nevada",3
"Las Vegas, Nv",16
"Lasalle, Colo.",1
"Lasalle, Ill.",1
"Lasalle, Mich.",1
"Lathrop, California",1
"Latrobe, Pa",1
"Latrobe, Pa.",1
"Laurel, Maryland",2
"Laurel, Md",3
"Laurel, Md.",3
"Laurinburg, N.c.",1
"Laveen, Ariz.",1
"Lawndale, Calif.",1
Lawrence North,1
"Lawrence, Kan.",4
"Lawrence, Kans.",1
"Lawrence, Kansas",1
"Lawrence, Ks",2
"Lawrence, Ma",1
"Lawrenceburg, Ind.",1
"Lawrenceburg, Tenn.",1
"Lawrenceville, Ga.",3
"Lawrenceville, Georgia",1
"Lawton, Okla.",1
"Layton, Ut",3
"Layton, Ut./Central Wyoming College",1
"Le Porte City, Iowa",1
"Le Roy, N.y.",1
"Le Sueur, Minn.",1
"League City, Texas",5
"League City, Tx",3
"Leander, Texas",2
"Leander, Tx",2
"Leavenworth, Kan.",3
"Leawood, Kan.",6
"Leawood, Kansas",1
"Leawood, Ks",1
"Lebanon, Conn.",1
"Lebanon, Ind.",1
"Lebanon, Ky.",1
"Lebanon, Ohio",4
"Lebanon, Pa.",2
"Lebanon, Tenn.",1
"Lebo, Ks",1
"Leclaire, Iowa",1
"Lee's Summit, Mo",2
"Lee's Summit, Mo.",4
"Leechburg, Pa.",1
"Lees Summit, Mo",1
"Leesburg, Va",1
"Leesburg, Va.",7
"Lee’s Summit, Mo.",1
"Lehi, Ut",1
"Lehi, Utah",6
"Lemesos, Cyprus",1
"Lemont, Il",1
"Lemont, Ill.",2
"Lena, Ill.",1
"Lenexa, Kan.",4
"Lenexa, Kansas",2
"Lenexa, Ks.",1
"Leo, Ind.",1
"Leola, Pa.",2
"Leon, Kan.",2
"Leonia, N.j.",1
"Leopold, Ind.",1
"Lethbridge, Alberta",1
"Lethbridge, Alberta, Canada",1
"Levittown, Ny",2
"Levittown, Pa.",1
"Lewes, Del.",1
Lewis Center,1
"Lewis Center, Ohio",6
"Lewisberry, Pa.",2
"Lewisburg, W. Va.",1
"Lewisburg, W.va.",1
"Lewiston, Idaho",2
"Lewiston, Minn.",2
"Lewisville, N.c.",1
"Lewisville, Texas",3
"Lexington, Kentucky",3
"Lexington, Ky",4
"Lexington, Ky.",17
"Lexington, Ma",2
"Lexington, Mass.",2
"Lexington, N.c.",2
"Lexington, Ne",1
"Lexington, Ohio",1
"Lexington, S.c.",4
"Lexington, Va.",1
"Liberal, Ks",1
"Liberty City, Tx",1
"Liberty Hill, Tex.",1
"Liberty Hill, Texas",4
"Liberty Lake, Wash.",1
"Liberty Township, Oh",1
"Liberty Township, Ohio",1
"Liberty Twp., Ohio",1
"Liberty, Ill.",1
"Liberty, Mo",1
"Liberty, Mo.",2
"Liberty, N.c.",1
"Liberty, Pa.",1
"Libertyville, Ill.",1
"Lighthouse Point, Fl",1
"Lihue, Hawaii",1
"Lilburn, Ga.",2
"Lima, Oh",1
"Lima, Peru",5
"Limon, Co",1
"Lincoln Park, Mich.",1
"Lincoln, Calif.",1
"Lincoln, Ne",4
"Lincoln, Neb.",26
"Lincolnshire, Ill.",1
"Lincolnton, N.c.",2
"Lincolnwood, Ill.",1
"Lindale, Texas",1
"Linden, Ind.",2
"Linden, N.j.",1
"Linden, Nj",2
"Lindenhurst, Il",1
"Lindenhurst, Ill.",1
"Lindon, Utah",1
"Lindsay, Neb.",1
"Lindsay, Texas",1
"Lindsborg, Ks",1
"Lindside, W.va.",1
"Lino Lakes, Minn.",4
"Linton, Ind.",1
"Lisbon, Iowa",2
"Lisbon, Me",1
"Lisbon, Oh",1
"Lisle, Ill.",1
"Lisman, Ala.",1
"Litchfield Park, Ariz.",4
"Litchfield Park, Az",1
"Litchfield, Ariz.",1
"Litchfield, Az",1
"Litchfield, Ill.",1
"Lititz, Pa.",2
"Litiz, Pa",1
"Little Chute, Wis.",1
"Little Elm, Texas",4
"Little Elm, Tx",2
"Little Falls, Mn",1
"Little Falls, N.j.",1
"Little Neck, N.y.",1
"Little River, S.c.",1
"Little Rock, Ar",1
"Little Rock, Ark.",12
"Littlerock, Calif.",1
"Littleton, Co",1
"Littleton, Col.",1
"Littleton, Colo.",7
"Littleton, Colorado",1
"Livermore, Ca",1
"Livonia, Mi",1
"Livonia, Mich.",2
"Livonia, Ny",1
"Ljig, Serbia",1
"Lochbouie, Colo.",1
"Lock Haven, Pa.",2
"Lockport, Ill.",5
"Lodi, Calif.",1
"Lodi, N.j.",1
"Lodi, Oh",1
"Lodi, Wis.",1
"Lodi, Wisc.",1
"Logandale, Nev.",1
"Logansport, Ind.",1
"Loganton, Pa.",1
"Loganville, Ga.",2
"Lombard, Il",1
"Lombard, Ill.",1
"London, Ohio",1
"London, Ontario",1
"Londonderry, N.h.",2
"Lone Tree, Co",1
"Lone Tree, Colo.",1
"Long Beach, Ca",3
"Long Beach, Ca./Los Alamitos High",1
"Long Beach, Calif.",18
"Long Beach, Ny",1
"Long Island City, N.y.",1
"Long Island, Ny",1
"Long Valley, N.j.",1
"Longmont, Co.",1
"Longmont, Colo.",5
"Longview, Texas",1
"Longview, Tx",5
"Longwood, Fla.",3
"Loogootee, In",1
"Lookout Mountain, Ga.",1
"Loomis, Ca",1
"Loomis, Calif.",1
"Lorain, Oh",1
"Loretto, Tenn.",1
"Los Altos, Ca",4
"Los Altos, Calif.",3
Los Angeles,3
"Los Angeles, Ca",6
"Los Angeles, Calif.",26
"Los Banos, Calif.",1
"Los Gatos, Ca",1
"Los Gatos, Calif.",5
"Lotus, Ca",1
"Loudoun, Va.",1
"Louisa, Va.",2
"Louisburg, Kan.",1
"Louisburg, Ks",1
"Louisville, Kentucky",5
"Louisville, Ky",13
"Louisville, Ky.",46
"Louisville, Oh",1
"Louisville, Ohio",1
"Loveland, Colo.",5
"Loveland, Oh",2
"Loveland, Ohio",5
"Loves Park, Ill.",1
"Lovington, N.m.",1
"Lowell, Mass.",2
"Lowell, Mich.",3
"Lower Merion, Pa.",1
"Lowgap, N.c.",1
"Lowville, Ny",1
"Lubbock, Texas",10
"Lubbock, Tx",1
"Lucas, Texas",9
"Lucas, Tx",2
"Luck, Wis.",1
"Ludington, Mich.",1
"Ludlow, Ill.",1
"Lugoff, S.c.",1
"Lugoff, Sc",1
"Luling, La.",1
"Lumberton, Nj",1
"Lumby, British Columbia",1
"Lunenburg, Mass",1
"Lusby, Md",1
"Lutherville, Md",1
"Lutz, Fla.",2
"Luxembourg City, Luxembourg",1
"Luxemburg, Wis.",1
"Luzerne, Pa.",1
"Lynbrook, N.y.",1
"Lynbrook, Ny",1
"Lynbrook,Ny",1
"Lynchburg, Ohio",1
"Lynchburg, Va.",1
"Lynden, Wa",1
"Lynden, Wash.",1
"Lyndhurst, Nj",2
"Lynn Haven, Fla.",2
"Lynn, Mass.",1
"Lynnfield, Ma",1
"Lynnfield, Mass.",1
"Lynnwood, Wa",1
"Lyons, Colo.",1
"Lyons, Kan.",1
"Mabel, Minn.",2
"Macclenny, Fla.",1
"Macedon, N.y.",1
"Macedonia, Ohio",1
"Mackinaw, Ill.",1
"Macomb, Il",1
"Macomb, Mich.",5
"Macungie, Pa",1
"Macungie, Pa.",4
"Macungie,Pa",1
Madison,1
"Madison, Al",1
"Madison, Ala.",1
"Madison, Ind.",1
"Madison, Miss.",2
"Madison, Nj",1
"Madison, S.d.",1
"Madison, Wi",1
"Madison, Wis.",4
"Madisonville, Tx",1
"Magnolia, Ark.",1
"Magnolia, Nj",1
"Magnolia, Texas",11
"Mahomet, Ill.",3
"Mahopac, N.y.",1
"Mahopac, Ny",2
"Mahwah, Nj",1
"Maidens, Va.",1
"Maineville, Ohio",1
"Maitland, Fla.",2
"Malone, Wisc.",1
"Malvern, Ark.",1
"Malverne, Ny",1
"Manahawkin, N.j.",2
"Manahawkin, Nj",1
"Manakin Sabot, Va",1
"Manassas, Va",1
"Manassas, Va.",4
"Manati, Puerto Rico",4
"Manatí, Puerto Rico",1
"Manchester, Conn.",1
"Manchester, N.h.",1
"Mandeville, La",1
"Mandeville, La.",1
"Manhasset, N.y.",1
"Manhattan Beach, Ca",4
"Manhattan Beach, Calif.",20
"Manhattan, Il",1
"Manhattan, Kan.",1
"Manhattan, Kansas",1
"Manhattan, Mont.",1
"Manhattan, N.y.",1
"Manhattan, Ny",2
"Manila, Philippines",1
"Manisa, Turkiye",1
"Manitowoc, Wis.",2
"Mankato, Minn.",1
"Manlius, N.y.",1
"Manor, Pa.",1
"Manorville, Ny",2
Mansfield,1
"Mansfield, Ohio",1
"Mansfield, Pa.",1
"Mansfield, Texas",11
"Mansfield, Tx",1
"Manson, Wash.",2
Manteca,1
"Manteca, Calif.",2
"Manteno, Il",1
"Manteno, Ill.",1
"Mantorville, Minn.",1
"Manvel, Texas",3
"Manvel, Tx",1
"Manville, N.j.",1
"Maple Grove, Minn.",9
"Maple Lake, Minn.",1
"Maple Shade, Nj",1
"Maple Valley, Wa",1
"Maple Valley, Wash.",4
"Mapleton, Ill.",1
"Mapleton, Illinois",1
"Maplewood, Minn.",5
"Marblehead, Mass.",2
"Marcellus, Ny",1
"Marcus Hook, Pa.",1
"Marengo, Ill.",1
"Marengo, Illinois",1
"Marengo, Ohio",2
"Marianna, Fla.",1
"Maricopa, Ariz.",1
"Marietta, Ga",4
"Marietta, Ga.",11
"Marietta, Georgia",1
"Marietta, Ohio",1
"Marion Center, Pa.",1
"Marion, Ark.",1
"Marion, Ia",2
"Marion, Ind.",1
"Marion, Iowa",5
"Marion, Mass.",1
"Marion, Oh",1
"Marion, Ohio",2
"Markleeville, Calif.",1
"Marlboro, N.j.",1
Marlborough,1
"Marlton, N.j.",1
"Maroa, Ill.",1
"Marquette, Mich.",1
"Marrero, La.",1
"Marriot, Md.",1
"Marriottsville, Md.",1
"Mars, Pa.",2
"Marsh Harbor, Bahamas",1
"Marshall, Ind.",1
"Marshall, Mich.",3
"Marshall, Minn.",3
"Marshall, Tx",1
"Marshall, Wis.",1
"Marshalltown, Iowa",2
"Marshfield, Mass.",1
"Marshfield, Wis.",1
