ncaa_id,team,player_id,name,year,hometown,high_school,previous_school,height,position,jersey,url,season,latitude,longitude,city,state,county,country,zip,country_2,source
8,Alabama,9508,Micah Gryniewicz,Sophomore,"Chandler, Ariz.",Hamilton HS,NA,"6'1""",Outside,1,https://www.rolltide.com/sports/womens-volleyball/roster/micah-gryniewicz/9508,2023-24,33.324113,-111.878217,Chandler,AZ,Maricopa County,US,NA,NA,NA
8,Alabama,9515,Callie Kieffer,Freshman,"Prosper, Texas",Prosper HS,NA,"5'10""",Setter,2,https://www.rolltide.com/sports/womens-volleyball/roster/callie-kieffer/9515,2023-24,33.254191,-96.78524,Prosper,TX,Collin County,US,NA,NA,NA
8,Alabama,9516,Allison Berent,Freshman,"Rochester Hills, Mich.",Notre Dame Prepatory,NA,"5'7""",Libero/Defensive,3,https://www.rolltide.com/sports/womens-volleyball/roster/allison-berent/9516,2023-24,43.156612,-77.604023,Rochester,NY,Monroe County,US,NA,NA,NA
8,Alabama,9517,Jordyn Towns,Freshman,"Loganville, Ga.",Loganville Christian Academy,NA,"6'6""",Middle,4,https://www.rolltide.com/sports/womens-volleyball/roster/jordyn-towns/9517,2023-24,33.876889,-83.896781,Loganville,GA,Gwinnett County,US,NA,NA,NA
8,Alabama,9507,Sydney Gholson,Junior,"Keller, Texas",Keller HS,NA,"5'5""",Libero/Defensive,5,https://www.rolltide.com/sports/womens-volleyball/roster/sydney-gholson/9507,2023-24,32.928037,-97.283914,Keller,TX,Tarrant County,US,NA,NA,NA
8,Alabama,9512,Victoria Schmer,Senior,"Chelsea, Ala.",Chelsea HS,NA,"5'4""",L/DS,7,https://www.rolltide.com/sports/womens-volleyball/roster/victoria-schmer/9512,2023-24,42.39176,-71.03283,Chelsea,MA,Suffolk County,US,NA,NA,NA
8,Alabama,9509,Sami Jacobs,Junior,"Prosper, Texas",Prosper HS,NA,"6'0""",Outside,9,https://www.rolltide.com/sports/womens-volleyball/roster/sami-jacobs/9509,2023-24,33.254191,-96.78524,Prosper,TX,Collin County,US,NA,NA,NA
8,Alabama,9518,Kaleigh Palmer,Freshman,"Wapakoneta, Ohio",Wapakoneta HS,NA,"6'4""",Outside,11,https://www.rolltide.com/sports/womens-volleyball/roster/kaleigh-palmer/9518,2023-24,40.582252,-84.152138,Wapakoneta,OH,Auglaize County,US,NA,NA,NA
8,Alabama,9521,Gabbi LeBlanc,Freshman,"Phoenix, Ariz.",Desert Vista HS,NA,"5'8""",Setter,12,https://www.rolltide.com/sports/womens-volleyball/roster/gabbi-leblanc/9521,2023-24,33.703967,-112.351835,Phoenix,AZ,Maricopa County,US,NA,NA,NA
8,Alabama,9513,Alyiah Wells,Graduate Student,"Memphis, Tenn.",Briarcrest Christian School,NA,"6'2""",Middle,13,https://www.rolltide.com/sports/womens-volleyball/roster/alyiah-wells/9513,2023-24,35.050667,-89.847782,Memphis,TN,Shelby County,US,NA,NA,NA
8,Alabama,9519,Lily Hopkins,Freshman,"Tomball, Texas",Tomball HS,NA,"5'6""",Libero/Defensive,15,https://www.rolltide.com/sports/womens-volleyball/roster/lily-hopkins/9519,2023-24,30.094886,-95.585826,Tomball,TX,Harris County,US,NA,NA,NA
8,Alabama,9511,Kendyl Reaugh,Senior,"Highland Park, Texas",Highland Park HS,NA,"6'3""",OH,19,https://www.rolltide.com/sports/womens-volleyball/roster/kendyl-reaugh/9511,2023-24,32.833461,-96.791945,Highland Park,TX,Dallas County,US,NA,NA,NA
8,Alabama,9514,Francesca Bertucci,Junior,"Chicago, Ill.",De La Salle HS,Northern Illinois,"5'5""",Libero/Defensive,21,https://www.rolltide.com/sports/womens-volleyball/roster/francesca-bertucci/9514,2023-24,41.88531,-87.62213,Chicago,IL,Cook County,US,NA,NA,NA
8,Alabama,9520,Kyla Dunaway,Freshman,"Kimberly, Wisc.",Kimberly HS,NA,"6'4""",Outside,22,https://www.rolltide.com/sports/womens-volleyball/roster/kyla-dunaway/9520,2023-24,44.27221,-88.339,Kimberly,WI,Outagamie County,US,NA,NA,NA
8,Alabama,9506,Chaise Campbell,Senior,"St. Petersburg, Fla.",Shorecrest Prepatory School,NA,"6'3""",MB,23,https://www.rolltide.com/sports/womens-volleyball/roster/chaise-campbell/9506,2023-24,27.775654,-82.64092,Saint Petersburg,FL,Pinellas County,US,NA,NA,NA
29,Arizona,15420,Sydnie Vanek,Freshman,"Clovis, Calif.",Clovis H.S.,NA,"6'0""",Outside,1,https://www.arizonawildcats.com/sports/womens-volleyball/roster/sydnie-vanek/15420,2023-24,36.825296,-119.68019,Clovis,CA,Fresno County,US,NA,NA,NA
29,Arizona,15421,Ania Swartzendruber,Freshman,"Parker, Colo.",Legend H.S.,NA,"5'9""",Libero/Defensive,3,https://www.arizonawildcats.com/sports/womens-volleyball/roster/ania-swartzendruber/15421,2023-24,42.01777,-93.31521,Colo,IA,Story County,US,NA,NA,NA
29,Arizona,15247,Kasen Rosenthal,Sophomore,"Austin, Texas",Austin H.S.,UConn,"6'0""",Setter,4,https://www.arizonawildcats.com/sports/womens-volleyball/roster/kasen-rosenthal/15247,2023-24,30.268335,-97.741382,Austin,TX,Travis County,US,NA,NA,NA
29,Arizona,15422,Jordan Wilson,Sophomore,"Gilbert, Ariz.",Hamilton H.S.,USC,"6'0""",Outside,5,https://www.arizonawildcats.com/sports/womens-volleyball/roster/jordan-wilson/15422,2023-24,33.335401,-111.815281,Gilbert,AZ,Maricopa County,US,NA,NA,NA
29,Arizona,15237,Ana Heath,Sophomore,"Murphy, Texas",Wylie H.S.,NA,"5'10""",Setter,7,https://www.arizonawildcats.com/sports/womens-volleyball/roster/ana-heath/15237,2023-24,30.351902,-104.018475,Marfa,TX,Presidio County,US,NA,NA,NA
29,Arizona,15238,Jaelyn Hodge,Senior,"Queen Creek, Ariz.",Basha H.S.,NA,"6'0""",Outside,11,https://www.arizonawildcats.com/sports/womens-volleyball/roster/jaelyn-hodge/15238,2023-24,33.284844,-111.656128,Queen Creek,AZ,Maricopa County,US,NA,NA,NA
29,Arizona,15236,Joy Galles,Senior,"Truckee, Calif.",Tahoe Truckee H.S.,NA,"5'5""",Defensive,12,https://www.arizonawildcats.com/sports/womens-volleyball/roster/joy-galles/15236,2023-24,39.3781,-120.186383,Truckee,CA,Nevada County,US,NA,NA,NA
29,Arizona,15244,Ava Tortorello,Junior,"Chicago, Ill.",Latin School of Chicago,NA,"5'8""",Defensive,14,https://www.arizonawildcats.com/sports/womens-volleyball/roster/ava-tortorello/15244,2023-24,41.88531,-87.62213,Chicago,IL,Cook County,US,NA,NA,NA
29,Arizona,15246,Kylie Wong,Sophomore,"Chandler, Ariz.",NA,Chandler-Gilbert CC,"5'6""",Defensive,16,https://www.arizonawildcats.com/sports/womens-volleyball/roster/kylie-wong/15246,2023-24,33.324113,-111.878217,Chandler,AZ,Maricopa County,US,NA,NA,NA
29,Arizona,15426,Kenzie Schoenhardt,Freshman,"Gilbert, Ariz.",Gilbert H.S.,NA,"5'9""",Libero/Defensive,20,https://www.arizonawildcats.com/sports/womens-volleyball/roster/kenzie-schoenhardt/15426,2023-24,33.335401,-111.815281,Gilbert,AZ,Maricopa County,US,NA,NA,NA
29,Arizona,15235,Nicole Briggs,Junior,"Chino, Calif.",Don Antonio Lugo H.S.,NA,"6'2""",Middle,22,https://www.arizonawildcats.com/sports/womens-volleyball/roster/nicole-briggs/15235,2023-24,33.953755,-117.639209,Chino,CA,San Bernardino County,US,NA,NA,NA
29,Arizona,15427,Laura Detweiler,Freshman,"Purcellville, Va.",Woodgrove H.S.,NA,"5'8""",Libero/Defensive,23,https://www.arizonawildcats.com/sports/womens-volleyball/roster/laura-detweiler/15427,2023-24,39.143614,-77.734232,Purcellville,VA,Loudoun County,US,NA,NA,NA
29,Arizona,15239,Alayna Johnson,Junior,"Worthington, Ohio",Thomas Worthington H.S.,NA,"6'3""",Middle,32,https://www.arizonawildcats.com/sports/womens-volleyball/roster/alayna-johnson/15239,2023-24,40.093119,-83.017962,Worthington,OH,Franklin County,US,NA,NA,NA
29,Arizona,15428,Journey Tucker,Freshman,"Buckeye, Ariz.",Verrado H.S.,NA,"6'2""",Middle,35,https://www.arizonawildcats.com/sports/womens-volleyball/roster/journey-tucker/15428,2023-24,33.37032,-112.58378,Buckeye,AZ,Maricopa County,US,NA,NA,NA
725,Army,21064,Diana Ethridge,Junior,"Chandler, Ariz.",Hamilton,NA,"5'10""",Setter,1,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/diana-ethridge/21064,2023-24,33.324113,-111.878217,Chandler,AZ,Maricopa County,US,NA,NA,NA
725,Army,21085,Ellia Sechrist,Freshman,White Lake Mich.,Walled Lake Central (USMAPS),NA,"6'0""",Outside,2,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/ellia-sechrist/21085,2023-24,34.264331,-84.753929,White,GA,Bartow County,US,NA,NA,NA
725,Army,21086,Juliette Myrick,Freshman,"St. Louis, Mo.",Eureka High School,NA,"6'0""",Setter,3,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/juliette-myrick/21086,2023-24,38.631501,-90.19231,Saint Louis,MO,St. Louis City,US,NA,NA,NA
725,Army,21084,Kuranda Ruggiero,Freshman,"Griswold, Conn.",Griswold High School,NA,"5'8""",Setter,4,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/kuranda-ruggiero/21084,2023-24,41.236242,-95.041216,Griswold,IA,Cass County,US,NA,NA,NA
725,Army,21077,Riley Parchment,Senior,"Kensington, Md.",The Academy of the Holy Cross,NA,"5'8""",Libero,5,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/riley-parchment/21077,2023-24,39.02703,-77.077539,Kensington,MD,Montgomery County,US,NA,NA,NA
725,Army,21065,Paige Fixemer,Senior,"Omaha, Neb.",Millard South,NA,"6'2""",Middle,6,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/paige-fixemer/21065,2023-24,41.262003,-95.933564,Omaha,NE,Douglas County,US,NA,NA,NA
725,Army,21062,Allanah Cutler,Senior,"Long Beach, Calif.",Long Beach Polytechnic,NA,"5'11""",Opposite,7,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/allanah-cutler/21062,2023-24,33.756024,-118.201101,Long Beach,CA,Los Angeles County,US,NA,NA,NA
725,Army,21060,Ashli Alcala-Romero,Sophomore,"Honolulu, Hawaii",Maryknoll,NA,"5'5""",Libero,8,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/ashli-alcala-romero/21060,2023-24,21.316548,-157.845053,Honolulu,HI,Honolulu County,US,NA,NA,NA
725,Army,21071,Alyssa  Lukasik,Senior,"Mulberry, Ind.",Clinton Prairie,NA,"6'1""",Middle,10,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/alyssa-lukasik/21071,2023-24,27.8953,-81.97342,Mulberry,FL,Polk County,US,NA,NA,NA
725,Army,21080,Isabella Sullivan,Senior,"San Antonio, Texas",Keystone,NA,"5'7""",Setter,11,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/isabella-sullivan/21080,2023-24,29.468413,-98.528889,San Antonio,TX,Bexar County,US,NA,NA,NA
725,Army,21074,Brooke Middleton,Sophomore,"Fresno, Texas",St. Agnes Academy (USMAPS),NA,"6'1""",Middle,14,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/brooke-middleton/21074,2023-24,29.53602,-95.47063,Fresno,TX,Fort Bend County,US,NA,NA,NA
725,Army,21075,Chloe Murakami,Sophomore,"Chandler, Ariz.",Basha,NA,"6'0""",Outside,15,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/chloe-murakami/21075,2023-24,33.324113,-111.878217,Chandler,AZ,Maricopa County,US,NA,NA,NA
725,Army,21070,Mackenzie Karnig,Senior,"Carlsbad, Calif.",Carlsbad,NA,"6'0""",Outside,16,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/mackenzie-karnig/21070,2023-24,33.144219,-117.319439,Carlsbad,CA,San Diego County,US,NA,NA,NA
725,Army,21079,Norah Shattan,Sophomore,"New Canaan, Conn.",King School,NA,"5'8""",Outside,17,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/norah-shattan/21079,2023-24,41.162209,-73.501267,New Canaan,CT,Western Connecticut Planning Region,US,NA,NA,NA
725,Army,21076,Kai Nickerson,Senior,"Los Angeles, Calif.",Rolling Hills Preparatory,NA,"5'8""",Outside,22,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/kai-nickerson/21076,2023-24,33.973951,-118.248405,Los Angeles,CA,Los Angeles County,US,NA,NA,NA
725,Army,21061,Savannah Bray,Senior,"Woodstock, Ga.",Etowah,NA,"5'10""",Outside,23,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/savannah-bray/21061,2023-24,34.127398,-84.481787,Woodstock,GA,Cherokee County,US,NA,NA,NA
725,Army,21083,Addy Frye,Freshman,"Zionsville, Ind.",Traders Point Christian High School,NA,"5'8""",Outside,24,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/addy-frye/21083,2023-24,39.997457,-86.298135,Zionsville,IN,Boone County,US,NA,NA,NA
725,Army,21082,Kingsley Wallace,Junior,"Houston, Texas",Memorial Senior,NA,"6'4""",Opposite,25,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/kingsley-wallace/21082,2023-24,29.813142,-95.309789,Houston,TX,Harris County,US,NA,NA,NA
37,Auburn,18841,Madison Scheer,Sophomore,"Eureka, Mo.",Eureka,NA,"6'1""",Pin,1,https://www.auburntigers.com/sports/womens-volleyball/roster/madison-scheer/18841,2023-24,38.512803,-90.630576,Eureka,MO,St. Louis County,US,NA,NA,NA
37,Auburn,18840,Sarah Morton,Sophomore,"Munster, Ind.",Munster,NA,"5'8""",Libero,2,https://www.auburntigers.com/sports/womens-volleyball/roster/sarah-morton/18840,2023-24,41.550535000000004,-87.502585,Munster,IN,Lake County,US,NA,NA,NA
37,Auburn,18833,Akasha Anderson,Sophomore,"Reston, Va.",Herndon,NA,"6'3""",Pin,3,https://www.auburntigers.com/sports/womens-volleyball/roster/akasha-anderson/18833,2023-24,38.96146,-77.3418,Reston,VA,Fairfax County,US,NA,NA,NA
37,Auburn,18839,Fallan Lanham,Junior,"Louisville, Ky.",Mercy Academy,NA,"5'8""",Libero,4,https://www.auburntigers.com/sports/womens-volleyball/roster/fallan-lanham/18839,2023-24,38.25247,-85.753812,Louisville,KY,Jefferson County,US,NA,NA,NA
37,Auburn,18844,Kyla Swanson,Graduate Student,"Wahoo, Neb.",Wahoo,Illinois,"6'4""",Middle,6,https://www.auburntigers.com/sports/womens-volleyball/roster/kyla-swanson/18844,2023-24,41.197043,-96.669114,Wahoo,NE,Saunders County,US,NA,NA,NA
37,Auburn,18835,Peyton Dunn,Redshirt Sophomore,"Decatur, Texas",Legend,Oklahoma,"5'11""",Setter,7,https://www.auburntigers.com/sports/womens-volleyball/roster/peyton-dunn/18835,2023-24,33.260148,-97.610974,Decatur,TX,Wise County,US,NA,NA,NA
37,Auburn,18843,Zoe Slaughter,Sophomore,"Honolulu, Hawaii",Moanalua,NA,"5'7""",Libero,9,https://www.auburntigers.com/sports/womens-volleyball/roster/zoe-slaughter/18843,2023-24,21.316548,-157.845053,Honolulu,HI,Honolulu County,US,NA,NA,NA
37,Auburn,18834,Jackie Barrett,Senior,"Highland, Calif.",Citrus Valley,NA,"6'2""",Setter,10,https://www.auburntigers.com/sports/womens-volleyball/roster/jackie-barrett/18834,2023-24,34.12834,-117.20865,Highland,CA,San Bernardino County,US,NA,NA,NA
37,Auburn,18842,Jordan Sinness,Junior,"Sebring, Fla.",Sebring,NA,"5'9""",Setter,11,https://www.auburntigers.com/sports/womens-volleyball/roster/jordan-sinness/18842,2023-24,27.457947,-81.373012,Sebring,FL,Highlands County,US,NA,NA,NA
37,Auburn,18846,Bel Zimmerman,Sophomore,"Liberty, Mo.",Liberty North,NA,"6'2""",Pin,12,https://www.auburntigers.com/sports/womens-volleyball/roster/bel-zimmerman/18846,2023-24,39.298945,-94.436314,Liberty,MO,Clay County,US,NA,NA,NA
37,Auburn,18837,Chelsey Harmon,Senior,"Puyallup, Wash.",Gov. John R. Rogers High School,Portland,"6'3""",Middle,14,https://www.auburntigers.com/sports/womens-volleyball/roster/chelsey-harmon/18837,2023-24,47.212822,-122.317148,Puyallup,WA,Pierce County,US,NA,NA,NA
37,Auburn,18848,Jasmine Okeoma,Freshman,"Woodbridge, Va.",Forest Park,NA,"6'3""",Middle,19,https://www.auburntigers.com/sports/womens-volleyball/roster/jasmine-okeoma/18848,2023-24,38.625541,-77.271644,Woodbridge,VA,Prince William County,US,NA,NA,NA
37,Auburn,18836,Sydney Handel,Sophomore,"Lee's Summit, Mo.",Lee's Summit West,NA,"6'0""",Libero,22,https://www.auburntigers.com/sports/womens-volleyball/roster/sydney-handel/18836,2023-24,38.911994,-94.351673,Lee's Summit,MO,Jackson County,US,NA,NA,NA
37,Auburn,18847,Lakin Laurendine,Freshman,"Jackson, Miss.",Jackson Academy,NA,"6'1""",Pin,25,https://www.auburntigers.com/sports/womens-volleyball/roster/lakin-laurendine/18847,2023-24,32.289656,-90.184201,Jackson,MS,Hinds County,US,NA,NA,NA
796,Wisconsin,12065,Sydney Reed,Senior,"Glenelg, Md.",Flint Hill,NA,"5'6""",Libero,0,https://www.uwbadgers.com/sports/womens-volleyball/roster/sydney-reed/12065,2023-24,39.26427,-76.99248,Glenelg,MD,Howard County,US,NA,NA,NA
796,Wisconsin,12057,Joslyn Boyer,Graduate Student,"Downers Grove, Ill.",Montini Catholic,NA,"5'6""",Libero,1,https://www.uwbadgers.com/sports/womens-volleyball/roster/joslyn-boyer/12057,2023-24,41.796279,-88.012267,Downers Grove,IL,Dupage County,US,NA,NA,NA
796,Wisconsin,12059,Saige Damrow,Freshman,"Howards Grove, Wis.",Howards Grove,NA,"5'8""",Libero,3,https://www.uwbadgers.com/sports/womens-volleyball/roster/saige-damrow/12059,2023-24,43.833883,-87.820089,Howards Grove,WI,Sheboygan County,US,NA,NA,NA
796,Wisconsin,12062,MJ Hammill,Senior,"Greenwood, Ind.",Center Grove,NA,"6'2""",Setter,6,https://www.uwbadgers.com/sports/womens-volleyball/roster/mj-hammill/12062,2023-24,39.62181,-86.175319,Greenwood,IN,Johnson County,US,NA,NA,NA
796,Wisconsin,12058,CC Crawford,Senior,"Lansing, Kan.",Lansing,NA,"6'3""",Middle,9,https://www.uwbadgers.com/sports/womens-volleyball/roster/cc-crawford/12058,2023-24,42.599184,-84.371973,Lansing,MI,Ingham County,US,NA,NA,NA
796,Wisconsin,12066,Devyn Robinson,Senior,"Ankeny, Iowa",Ankeny Centennial,NA,"6'2""",Middle,10,https://www.uwbadgers.com/sports/womens-volleyball/roster/devyn-robinson/12066,2023-24,41.672687,-93.572173,Ankeny,IA,Polk County,US,NA,NA,NA
796,Wisconsin,12069,Temi Thomas-Ailara,Graduate Student,"Glenwood, Ill.",Marian Catholic,NA,"6'2""",Outside,12,https://www.uwbadgers.com/sports/womens-volleyball/roster/temi-thomas-ailara/12069,2023-24,41.54253,-87.60227,Glenwood,IL,Cook County,US,NA,NA,NA
796,Wisconsin,12060,Sarah Franklin,Senior,"Lake Worth, Fla.",Lake Worth Christian,NA,"6'4""",Outside,13,https://www.uwbadgers.com/sports/womens-volleyball/roster/sarah-franklin/12060,2023-24,26.645895,-80.430269,Lake Worth,FL,Palm Beach County,US,NA,NA,NA
796,Wisconsin,12067,Anna Smrek,Junior,"Welland, Ontario",Notre Dame College School,NA,"6'9""",Middle,14,https://www.uwbadgers.com/sports/womens-volleyball/roster/anna-smrek/12067,2023-24,34.05936,-117.6203,Ontario,CA,San Bernardino County,US,NA,NA,NA
796,Wisconsin,12068,Ella Wrobel,Sophomore,"Plainfield, Ill.",Plainfield North,NA,"6'4""",Outside,17,https://www.uwbadgers.com/sports/womens-volleyball/roster/ella-wrobel/12068,2023-24,40.615202,-74.414995,Plainfield,NJ,Union County,US,NA,NA,NA
796,Wisconsin,12056,Carter Booth,Sophomore,"Denver, Colo.",Cherry Creek,NA,"6'7""",Middle,52,https://www.uwbadgers.com/sports/womens-volleyball/roster/carter-booth/12056,2023-24,42.01777,-93.31521,Colo,IA,Story County,US,NA,NA,NA
51,Baylor,NA,Harley Kreck,Fr.,"Emory, Texas",Rains HS,NA,"6' 0""",S,1,https://baylorbears.com/sports/womens-volleyball/roster/harley-kreck/12067,2023-24,32.87457,-95.76552,Emory,TX,Rains County,US,NA,NA,NA
51,Baylor,NA,Lauren Briseño,Jr.,"San Antonio, Texas",Cornerstone Christian School,NA,"5' 7""",L/DS,2,https://baylorbears.com/sports/womens-volleyball/roster/lauren-brisentildeo/12053,2023-24,29.468413,-98.528889,San Antonio,TX,Bexar County,US,NA,NA,NA
51,Baylor,NA,Averi Carlson,So.,"Lucas, Texas",Lovejoy HS,NA,"5' 11""",S,3,https://baylorbears.com/sports/womens-volleyball/roster/averi-carlson/12054,2023-24,33.084285,-96.576658,Lucas,TX,Collin County,US,NA,NA,NA
51,Baylor,NA,Allie Sczech,So.,"Sugarland, Texas",George Ranch HS,NA,"6' 4""",OPP,4,https://baylorbears.com/sports/womens-volleyball/roster/allie-sczech/12061,2023-24,29.620312,-95.605693,Sugar Land,TX,Fort Bend County,US,NA,NA,NA
51,Baylor,NA,Kyndal Stowers,Fr.,"Denton, Texas",Guyer HS,NA,"5' 11""",OH,5,https://baylorbears.com/sports/womens-volleyball/roster/kyndal-stowers/12064,2023-24,33.220974,-97.146038,Denton,TX,Denton County,US,NA,NA,NA
51,Baylor,NA,Faith Lynch,Jr.,"Magnolia, Texas",Magnolia HS,NA,"5' 7""",DS,6,https://baylorbears.com/sports/womens-volleyball/roster/faith-lynch/12059,2023-24,30.180626,-95.70925,Magnolia,TX,Montgomery County,US,NA,NA,NA
51,Baylor,NA,Victoria Davis,Fr.,"Santa Clarita, Calif.",West Ranch HS,NA,"6' 2""",MB,7,https://baylorbears.com/sports/womens-volleyball/roster/victoria-davis/12066,2023-24,34.440891,-118.501748,Santa Clarita,CA,Los Angeles County,US,NA,NA,NA
51,Baylor,NA,Brianna Denney,So.,"San Marcos, Calif.",Santa Fe Christian School,NA,"5' 11""",S,8,https://baylorbears.com/sports/womens-volleyball/roster/brianna-denney/12056,2023-24,33.170778,-117.158674,San Marcos,CA,San Diego County,US,NA,NA,NA
51,Baylor,NA,Ava Grace Haggard,Jr.,"Prosper, Texas",McKinney Christian Academy,NA,"6' 1""",MB,9,https://baylorbears.com/sports/womens-volleyball/roster/ava-grace-haggard/12057,2023-24,33.254191,-96.78524,Prosper,TX,Collin County,US,NA,NA,NA
51,Baylor,NA,Sophia Keene,So.,"The Woodlands, Texas",Concordia Lutheran HS,NA,"6' 2""",OH,10,https://baylorbears.com/sports/womens-volleyball/roster/sophia-keene/12058,2023-24,30.194985,-95.548211,The Woodlands,TX,Montgomery County,US,NA,NA,NA
51,Baylor,NA,Kendal Murphy,Fr.,"Scottsdale, Ariz.",Horizon HS,NA,"6' 3""",OH,11,https://baylorbears.com/sports/womens-volleyball/roster/kendal-murphy/12069,2023-24,33.534451,-111.887354,Scottsdale,AZ,Maricopa County,US,NA,NA,NA
51,Baylor,NA,Joya Screen,Fr.,"Dacula, Ga.",North Gwinnett HS,NA,"6' 3""",MB/OPP,12,https://baylorbears.com/sports/womens-volleyball/roster/joya-screen/12065,2023-24,33.988309,-83.879494,Dacula,GA,Gwinnett County,US,NA,NA,NA
51,Baylor,NA,Riley Simpson,R-So.,"Colorado Springs, Colo.",Rampart HS,NA,"6' 4""",OH/OPP,13,https://baylorbears.com/sports/womens-volleyball/roster/riley-simpson/12062,2023-24,38.828893,-104.809929,Colorado Springs,CO,El Paso County,US,NA,NA,NA
51,Baylor,NA,Alexis Dacosta,So.,"Katy, Texas",Fulshear HS,NA,"5' 11""",DS,15,https://baylorbears.com/sports/womens-volleyball/roster/alexis-dacosta/12055,2023-24,29.837562,-95.733756,Katy,TX,Harris County,US,NA,NA,NA
